"assimilated_energy","particulates","filters","percentage","light","abundance"
0.0161304311469012,8.37944475163698,0.0050540386585377,100,100,1
0.0801004168143156,41.6106061373068,0.0252701932926885,100,100,5
0.158842537478477,82.5156038849229,0.050540386585377,100,100,10
0.743763459587478,386.370628357132,0.252701932926885,100,100,50
1.37810367035834,715.898010575759,0.50540386585377,100,100,100
4.33779488581581,2253.39994068354,2.52701932926885,100,100,500
5.92965024940056,3080.3377918964,5.0540386585377,100,100,1000
8.39392931282237,4360.48275990773,25.2701932926885,100,100,5000
8.85387238338523,4599.41422513518,50.540386585377,100,100,10000
9.25978217734903,4810.27645576573,252.701932926885,100,100,50000
9.31315289199016,4838.00150233255,505.40386585377,100,100,1e+05
