"assimilated_energy","particulates","filters","percentage","light","abundance"
0,0,0.00203923773109928,0,1e-06,1
0,0,0.00203923773109928,0,1e-05,1
0,0,0.00203923773109928,0,1e-04,1
0,0,0.00203923773109928,0,0.001,1
0,0,0.00203923773109928,0,0.01,1
0,0,0.00203923773109928,0,0.1,1
0,0,0.00203923773109928,0,1,1
0,0,0.00228510224935859,0,10,1
0.0161224760974496,8.37944475163698,0.0050540386585377,99.9506532073409,100,1
0,0,0.0101961886554964,0,1e-06,5
0,0,0.0101961886554964,0,1e-05,5
0,0,0.0101961886554964,0,1e-04,5
0,0,0.0101961886554964,0,0.001,5
0,0,0.0101961886554964,0,0.01,5
0,0,0.0101961886554964,0,0.1,5
0,0,0.0101961886554964,0,1,5
0,0,0.011425511246793,0,10,5
0.0800606418676021,41.6106061373068,0.0252701932926885,99.9503134710542,100,5
0,0,0.0203923773109928,0,1e-06,10
0,0,0.0203923773109928,0,1e-05,10
0,0,0.0203923773109928,0,1e-04,10
0,0,0.0203923773109928,0,0.001,10
0,0,0.0203923773109928,0,0.01,10
0,0,0.0203923773109928,0,0.1,10
0,0,0.0203923773109928,0,1,10
0,0,0.0228510224935859,0,10,10
0.158762988336405,82.5156038849229,0.050540386585377,99.9498888039436,100,10
0,0,0.101961886554964,0,1e-06,50
0,0,0.101961886554964,0,1e-05,50
0,0,0.101961886554964,0,1e-04,50
0,0,0.101961886554964,0,0.001,50
0,0,0.101961886554964,0,0.01,50
0,0,0.101961886554964,0,0.1,50
0,0,0.101961886554964,0,1,50
0,0,0.11425511246793,0,10,50
0.74336574393018,386.370628357132,0.252701932926885,99.9464915969656,100,50
0,0,0.203923773109928,0,1e-06,100
0,0,0.203923773109928,0,1e-05,100
0,0,0.203923773109928,0,1e-04,100
0,0,0.203923773109928,0,0.001,100
0,0,0.203923773109928,0,0.01,100
0,0,0.203923773109928,0,0.1,100
0,0,0.203923773109928,0,1,100
0,0,0.228510224935859,0,10,100
1.37730831417064,715.898010575759,0.50540386585377,99.942245412983,100,100
0,0,1.01961886554964,0,1e-06,500
0,0,1.01961886554964,0,1e-05,500
0,0,1.01961886554964,0,1e-04,500
0,0,1.01961886554964,0,0.001,500
0,0,1.01961886554964,0,0.01,500
0,0,1.01961886554964,0,0.1,500
0,0,1.01961886554964,0,1,500
0,0,1.1425511246793,0,10,500
4.33382110880486,2253.39994068354,2.52701932926885,99.9082889253159,100,500
0,0,2.03923773109928,0,1e-06,1000
0,0,2.03923773109928,0,1e-05,1000
0,0,2.03923773109928,0,1e-04,1000
0,0,2.03923773109928,0,0.001,1000
0,0,2.03923773109928,0,0.01,1000
0,0,2.03923773109928,0,0.1,1000
0,0,2.03923773109928,0,1,1000
0,0,2.28510224935859,0,10,1000
5.92171019945894,3080.3377918964,5.0540386585377,99.8658757500334,100,1000
0,0,10.1961886554964,0,1e-06,5000
0,0,10.1961886554964,0,1e-05,5000
0,0,10.1961886554964,0,1e-04,5000
0,0,10.1961886554964,0,0.001,5000
0,0,10.1961886554964,0,0.01,5000
0,0,10.1961886554964,0,0.1,5000
0,0,10.1961886554964,0,1,5000
0,0,11.425511246793,0,10,5000
8.3545280833762,4360.48275990773,25.2701932926885,99.5278623406268,100,5000
0.0392553263236611,0,20.3923773109928,0,1e-06,10000
0.0392553263236611,0,20.3923773109928,0,1e-05,10000
0.0392553263236611,0,20.3923773109928,0,1e-04,10000
0.0392553263236611,0,20.3923773109928,0,0.001,10000
0.0392553263236611,0,20.3923773109928,0,0.01,10000
0.0392553263236611,0,20.3923773109928,0,0.1,10000
0.0392553263236611,0,20.3923773109928,0,1,10000
0.0439882183001529,0,22.8510224935859,0,10,10000
8.77581180614844,4599.41422513518,50.540386585377,99.1085497058577,100,10000
0.196276631618305,0,101.961886554964,0,1e-06,50000
0.196276631618305,0,101.961886554964,0,1e-05,50000
0.196276631618305,0,101.961886554964,0,1e-04,50000
0.196276631618305,0,101.961886554964,0,0.001,50000
0.196276631618305,0,101.961886554964,0,0.01,50000
0.196276631618305,0,101.961886554964,0,0.1,50000
0.196276631618305,0,101.961886554964,0,1,50000
0.219941091500765,0,114.25511246793,0,10,50000
8.8980660430602,4810.27645576573,252.701932926885,95.8770946168137,100,50000
0.392553263236611,0,203.923773109928,0,1e-06,1e+05
0.392553263236611,0,203.923773109928,0,1e-05,1e+05
0.392553263236611,0,203.923773109928,0,1e-04,1e+05
0.392553263236611,0,203.923773109928,0,0.001,1e+05
0.392553263236611,0,203.923773109928,0,0.01,1e+05
0.392553263236611,0,203.923773109928,0,0.1,1e+05
0.392553263236611,0,203.923773109928,0,1,1e+05
0.439882183001529,0,228.510224935859,0,10,1e+05
8.65614988545901,4838.00150233255,505.40386585377,92.1225026700044,100,1e+05
